,#,Res.,Ref.,Update,Notes,Status,Dropoff,Day,Dropoff Date,Time,Pickup,Pickup Date,Time_c13,# Days,Category,Vehicle,Colour,Items,Insurance,Departure,Next Rental,RCM_Rego,Pickup Date Time,Dropoff Date Time
365,A,29290,A,A,A,RETURNED,A,A,2024-05-12,14:30,SYD,2024-05-11,11:35,A,A,5848161,,A,A,A,A,S437CRH,2024-05-11 11:35:00,2024-05-12 14:30:00
366,A,26617,A,A,A,RETURNED,A,A,2024-05-12,14:35,SYD,2024-05-11,16:15,A,A,5848172,Saturn Silver,A,A,A,A,S659CVF,2024-05-11 16:15:00,2024-05-12 14:35:00
367,A,26994,A,A,A,RETURNED,A,A,2024-05-12,14:35,SYD,2024-05-11,16:05,A,A,5848120,TITANIUM GREY,A,A,A,A,S112CUZ,2024-05-11 16:05:00,2024-05-12 14:35:00
368,A,28078,A,A,A,RETURNED,A,A,2024-05-12,15:05,SYD,2024-05-10,09:30,A,A,5848195,Grey,A,A,A,A,S161CRO,2024-05-10 09:30:00,2024-05-12 15:05:00
369,A,29354,A,A,A,RETURNED,A,A,2024-05-12,15:05,SYD,2024-05-09,13:25,A,A,5849982,Phantom Black,A,A,A,A,FBF07Q,2024-05-09 13:25:00,2024-05-12 15:05:00
370,A,29267,A,A,A,RETURNED,A,A,2024-05-12,15:15,SYD,2024-05-11,08:00,A,A,5849956,Silver,A,A,A,A,DJ67YC,2024-05-11 08:00:00,2024-05-12 15:15:00
371,A,29018,A,A,A,RETURNED,A,A,2024-05-12,15:15,SYD,2024-05-10,15:00,A,A,5848191,SILVER,A,A,A,A,DI89BL,2024-05-10 15:00:00,2024-05-12 15:15:00
372,A,18944,A,A,A,RETURNED,A,A,2024-05-12,15:15,SYD,2024-05-10,10:20,A,A,5849934,Astro Grey,A,A,A,A,DE61CY,2024-05-10 10:20:00,2024-05-12 15:15:00
373,A,30402,A,A,A,RETURNED,A,A,2024-05-12,15:15,SYD,2024-05-12,12:05,A,A,5848129,WHITE,A,A,A,A,S676CTK,2024-05-12 12:05:00,2024-05-12 15:15:00
374,A,15334,A,A,A,RETURNED,A,A,2024-05-12,15:25,SYD,2024-05-09,19:40,A,A,5848163,Honey Bee,A,A,A,A,EZP01P,2024-05-09 19:40:00,2024-05-12 15:25:00
375,A,29553,A,A,A,RETURNED,A,A,2024-05-12,16:15,SYD,2024-05-11,09:45,A,A,5849993,SPARKLING SILVER,A,A,A,A,DF15EW,2024-05-11 09:45:00,2024-05-12 16:15:00
376,A,29189,A,A,A,RETURNED,A,A,2024-05-12,16:15,SYD,2024-05-10,19:45,A,A,5848190,Clear White,A,A,A,A,FBU81K,2024-05-10 19:45:00,2024-05-12 16:15:00
377,A,29827,A,A,A,RETURNED,A,A,2024-05-12,16:15,SYD,2024-05-10,16:10,A,A,5848114,Space Black,A,A,A,A,S665CVF,2024-05-10 16:10:00,2024-05-12 16:15:00
378,A,29802,A,A,A,RETURNED,A,A,2024-05-12,16:15,SYD,2024-05-10,18:10,A,A,5849972,WHITE,A,A,A,A,S975CTK,2024-05-10 18:10:00,2024-05-12 16:15:00
379,A,28826,A,A,A,RETURNED,A,A,2024-05-12,16:20,SYD,2024-05-10,09:25,A,A,5849929,Grey,A,A,A,A,S861CVY,2024-05-10 09:25:00,2024-05-12 16:20:00
380,A,30467,A,A,A,RETURNED,A,A,2024-05-12,16:25,SYD,2024-05-11,11:15,A,A,232207916924,DOVE WHITE,A,A,A,A,DK86HX,2024-05-11 11:15:00,2024-05-12 16:25:00
381,A,28980,A,A,A,RETURNED,A,A,2024-05-12,16:35,SYD,2024-05-09,07:35,A,A,5849951,Jupiter Blue,A,A,A,A,S655CVF,2024-05-09 07:35:00,2024-05-12 16:35:00
382,A,30270,A,A,A,RETURNED,A,A,2024-05-12,16:35,SYD,2024-05-08,19:55,A,A,5849935,Shimmering Silver,A,A,A,A,FBF07R,2024-05-08 19:55:00,2024-05-12 16:35:00
383,A,30198,A,A,A,RETURNED,A,A,2024-05-12,17:50,SYD,2024-05-10,17:30,A,A,5848149,Silver,A,A,A,A,S978CTK,2024-05-10 17:30:00,2024-05-12 17:50:00
384,A,27765,A,A,A,RETURNED,A,A,2024-05-12,17:50,SYD,2024-05-11,12:00,A,A,5848156,WHITE,A,A,A,A,S161CTZ,2024-05-11 12:00:00,2024-05-12 17:50:00
385,A,30356,A,A,A,RETURNED,A,A,2024-05-12,17:50,SYD,2024-05-11,11:10,A,A,5849981,Misty Grey,A,A,A,A,DH67QP,2024-05-11 11:10:00,2024-05-12 17:50:00
386,A,30365,A,A,A,RETURNED,A,A,2024-05-12,17:50,SYD,2024-05-09,19:10,A,A,232207910125,DOVE WHITE,A,A,A,A,DK88HX,2024-05-09 19:10:00,2024-05-12 17:50:00
387,A,30694,A,A,A,RETURNED,A,A,2024-05-12,17:55,SYD,2024-05-12,09:05,A,A,5848136,Yellow,A,A,A,A,S942CSX,2024-05-12 09:05:00,2024-05-12 17:55:00
388,A,30120,A,A,A,RETURNED,A,A,2024-05-12,18:00,SYD,2024-05-10,19:40,A,A,5849971,Brixton Blue,A,A,A,A,DH66QP,2024-05-10 19:40:00,2024-05-12 18:00:00
389,A,29787,A,A,A,RETURNED,A,A,2024-05-12,18:00,SYD,2024-05-10,10:45,A,A,5849984,White,A,A,A,A,S851CVY,2024-05-10 10:45:00,2024-05-12 18:00:00
390,A,30234,A,A,A,RETURNED,A,A,2024-05-12,18:00,SYD,2024-05-11,10:05,A,A,5848135,Silver,A,A,A,A,EZE21Q,2024-05-11 10:05:00,2024-05-12 18:00:00
391,A,27614,A,A,A,RETURNED,A,A,2024-05-12,18:00,SYD,2024-05-11,08:20,A,A,5849958,SILVER,A,A,A,A,EZP24G,2024-05-11 08:20:00,2024-05-12 18:00:00
392,A,26257,A,A,A,RETURNED,A,A,2024-05-12,18:00,SYD,2024-05-11,11:25,A,A,5848100,Grey,A,A,A,A,EZE21P,2024-05-11 11:25:00,2024-05-12 18:00:00
393,A,30060,A,A,A,RETURNED,A,A,2024-05-12,18:05,SYD,2024-05-10,15:15,A,A,5848124,Red Diamond,A,A,A,A,S837CVV,2024-05-10 15:15:00,2024-05-12 18:05:00
394,A,28567,A,A,A,RETURNED,A,A,2024-05-12,18:05,SYD,2024-05-09,19:25,A,A,5849928,CleaR White,A,A,A,A,EZP24H,2024-05-09 19:25:00,2024-05-12 18:05:00
395,A,30499,A,A,A,RETURNED,A,A,2024-05-12,18:05,SYD,2024-05-11,10:05,A,A,232207813220,DOVE WHITE,A,A,A,A,DK77HX,2024-05-11 10:05:00,2024-05-12 18:05:00
396,A,27699,A,A,A,RETURNED,A,A,2024-05-12,18:40,SYD,2024-05-11,12:10,A,A,5848182,Black Pearl Metallic,A,A,A,A,DH70QP,2024-05-11 12:10:00,2024-05-12 18:40:00
397,A,29726,A,A,A,RETURNED,A,A,2024-05-12,18:40,SYD,2024-05-09,09:50,A,A,5848179,WHITE,A,A,A,A,S828CTV,2024-05-09 09:50:00,2024-05-12 18:40:00
398,A,28827,A,A,A,RETURNED,A,A,2024-05-12,19:45,SYD,2024-05-10,08:35,A,A,5848159,Grey,A,A,A,A,EYX33E,2024-05-10 08:35:00,2024-05-12 19:45:00
399,A,20921,A,A,A,RETURNED,A,A,2024-05-12,19:50,SYD,2024-05-11,20:05,A,A,5849920,Space Black,A,A,A,A,S673CVF,2024-05-11 20:05:00,2024-05-12 19:50:00
400,A,30043,A,A,A,RETURNED,A,A,2024-05-12,19:50,SYD,2024-05-11,10:35,A,A,5849940,White,A,A,A,A,S862CVY,2024-05-11 10:35:00,2024-05-12 19:50:00
401,A,30367,A,A,A,RETURNED,A,A,2024-05-12,19:50,SYD,2024-05-10,20:10,A,A,232207811620,DOVE WHITE,A,A,A,A,DK91HX,2024-05-10 20:10:00,2024-05-12 19:50:00
402,A,30496,A,A,A,RETURNED,A,A,2024-05-12,19:50,SYD,2024-05-10,18:25,A,A,5849969,Aurora Black,A,A,A,A,DE60CY,2024-05-10 18:25:00,2024-05-12 19:50:00
403,A,30744,A,A,A,RETURNED,A,A,2024-05-12,19:50,SYD,2024-05-12,12:45,A,A,5849949,Brixton Blue,A,A,A,A,DH64QP,2024-05-12 12:45:00,2024-05-12 19:50:00
404,A,30701,A,A,A,RETURNED,A,A,2024-05-12,20:00,SYD,2024-05-11,17:35,A,A,5849924,Midnight Blue,A,A,A,A,S541CVE,2024-05-11 17:35:00,2024-05-12 20:00:00
405,A,30268,A,A,A,RETURNED,A,A,2024-05-12,20:00,SYD,2024-05-12,08:20,A,A,5849975,Shimmering Silver,A,A,A,A,FBF07S,2024-05-12 08:20:00,2024-05-12 20:00:00
406,A,27298,A,A,A,RETURNED,A,A,2024-05-12,20:00,SYD,2024-05-11,13:15,A,A,5848106,Grey,A,A,A,A,EZE21N,2024-05-11 13:15:00,2024-05-12 20:00:00
407,A,29828,A,A,A,RETURNED,A,A,2024-05-12,20:00,SYD,2024-05-11,09:40,A,A,5848151,Black,A,A,A,A,DJ69YC,2024-05-11 09:40:00,2024-05-12 20:00:00
408,A,29610,A,A,A,RETURNED,A,A,2024-05-12,20:00,SYD,2024-05-08,19:15,A,A,5848130,Titanium,A,A,A,A,S838CVV,2024-05-08 19:15:00,2024-05-12 20:00:00
409,A,28685,A,A,A,RETURNED,A,A,2024-05-12,20:15,SYD,2024-05-10,08:50,A,A,5848188,Blue,A,A,A,A,S376CSN,2024-05-10 08:50:00,2024-05-12 20:15:00
410,A,30078,A,A,A,RETURNED,A,A,2024-05-12,20:30,SYD,2024-05-10,14:00,A,A,5848144,Honey Bee,A,A,A,A,EZC26A,2024-05-10 14:00:00,2024-05-12 20:30:00
411,A,25887,A,A,A,RETURNED,A,A,2024-05-13,07:10,SYD,2024-05-07,14:30,A,A,5848099,Signal Red,A,A,A,A,EZP21S,2024-05-07 14:30:00,2024-05-13 07:10:00
412,A,29879,A,A,A,RETURNED,A,A,2024-05-13,07:30,SYD,2024-05-10,10:55,A,A,nan,,A,A,A,A,S151CZU,2024-05-10 10:55:00,2024-05-13 07:30:00
413,A,29055,A,A,A,RETURNED,A,A,2024-05-13,07:45,SYD,2024-05-11,12:25,A,A,5848198,WHITE,A,A,A,A,S490CXF,2024-05-11 12:25:00,2024-05-13 07:45:00
414,A,29149,A,A,A,RETURNED,A,A,2024-05-13,07:45,SYD,2024-05-11,10:40,A,A,5849989,Mercurial Grey,A,A,A,A,S657CVF,2024-05-11 10:40:00,2024-05-13 07:45:00
415,A,29766,A,A,A,RETURNED,A,A,2024-05-13,08:30,SYD,2024-05-11,15:25,A,A,5849965,WHITE,A,A,A,A,S159CTZ,2024-05-11 15:25:00,2024-05-13 08:30:00
416,A,30648,A,A,A,RETURNED,A,A,2024-05-13,09:25,SYD,2024-05-11,09:55,A,A,232207916528,DOVE WHITE,A,A,A,A,DK84HX,2024-05-11 09:55:00,2024-05-13 09:25:00
417,A,30006,A,A,A,RETURNED,A,A,2024-05-13,09:35,SYD,2024-05-08,14:10,A,A,5849941,Snow White Pearl,A,A,A,A,DE69CY,2024-05-08 14:10:00,2024-05-13 09:35:00
418,A,28485,A,A,A,RETURNED,A,A,2024-05-13,09:35,ADL,2024-05-02,10:40,A,A,5849937,Dover White,A,A,A,A,DH73QPSYD158 0005849937,2024-05-02 10:40:00,2024-05-13 09:35:00
422,A,30152,A,A,A,RETURNED,A,A,2024-05-13,10:05,SYD,2024-05-11,09:20,A,A,5848103,White Diamond,A,A,A,A,S003CVX,2024-05-11 09:20:00,2024-05-13 10:05:00
423,A,26616,A,A,A,RETURNED,A,A,2024-05-13,10:15,SYD,2024-05-08,12:35,A,A,5849963,Clear White,A,A,A,A,EZP24F,2024-05-08 12:35:00,2024-05-13 10:15:00
424,A,27292,A,A,A,RETURNED,A,A,2024-05-13,11:25,SYD,2024-05-10,12:45,A,A,5849925,Eclipse Black,A,A,A,A,S896CXS,2024-05-10 12:45:00,2024-05-13 11:25:00
425,A,29826,A,A,A,RETURNED,A,A,2024-05-13,11:50,SYD,2024-05-09,09:45,A,A,5848131,Saturn Silver,A,A,A,A,S653CVF,2024-05-09 09:45:00,2024-05-13 11:50:00
426,A,25662,A,A,A,RETURNED,A,A,2024-05-13,12:00,SYD,2024-05-10,12:50,A,A,5849970,Astro Grey,A,A,A,A,EZP24E,2024-05-10 12:50:00,2024-05-13 12:00:00
427,A,30344,A,A,A,RETURNED,A,A,2024-05-13,13:40,SYD,2024-05-10,09:30,A,A,232207910521,DOVE WHITE,A,A,A,A,DK89HX,2024-05-10 09:30:00,2024-05-13 13:40:00
428,A,29134,A,A,A,RETURNED,A,A,2024-05-13,14:20,SYD,2024-05-06,14:15,A,A,5848166,SILVER,A,A,A,A,S834CTV,2024-05-06 14:15:00,2024-05-13 14:20:00
429,A,30042,A,A,A,RETURNED,A,A,2024-05-13,15:15,SYD,2024-05-11,09:00,A,A,5848193,Saturn Silver,A,A,A,A,S656CVF,2024-05-11 09:00:00,2024-05-13 15:15:00
430,A,30641,A,A,A,RETURNED,A,A,2024-05-13,15:15,SYD,2024-05-12,19:10,A,A,5848110,White,A,A,A,A,EQV42X,2024-05-12 19:10:00,2024-05-13 15:15:00
431,A,29389,A,A,A,RETURNED,A,A,2024-05-13,15:30,SYD,2024-05-10,12:30,A,A,5849933,Blue,A,A,A,A,DJ72YC,2024-05-10 12:30:00,2024-05-13 15:30:00
432,A,30073,A,A,A,RETURNED,A,A,2024-05-13,16:10,SYD,2024-05-11,08:15,A,A,5848173,WHITE,A,A,A,A,S492CXF,2024-05-11 08:15:00,2024-05-13 16:10:00
433,A,28624,A,A,A,RETURNED,A,A,2024-05-13,16:35,ADL,2024-05-10,13:15,A,A,nan,SILVER,A,A,A,A,S994CZV,2024-05-10 13:15:00,2024-05-13 16:35:00
434,A,29115,A,A,A,RETURNED,A,A,2024-05-13,17:05,SYD,2024-05-13,10:10,A,A,5849928,CleaR White,A,A,A,A,EZP24H,2024-05-13 10:10:00,2024-05-13 17:05:00
435,A,30016,A,A,A,RETURNED,A,A,2024-05-13,18:00,SYD,2024-05-10,17:35,A,A,5848192,Saturn Silver,A,A,A,A,S540CVE,2024-05-10 17:35:00,2024-05-13 18:00:00
436,A,27619,A,A,A,RETURNED,A,A,2024-05-13,18:15,SYD,2024-05-12,09:30,A,A,5849926,Atlas White,A,A,A,A,EZP21Q,2024-05-12 09:30:00,2024-05-13 18:15:00
437,A,30119,A,A,A,RETURNED,A,A,2024-05-13,18:45,SYD,2024-05-09,20:45,A,A,5848112,Sterling Silver,A,A,A,A,DH49QN,2024-05-09 20:45:00,2024-05-13 18:45:00
438,A,30488,A,A,A,RETURNED,A,A,2024-05-13,18:45,SYD,2024-05-11,18:05,A,A,232207916429,DOVE WHITE,A,A,A,A,DK83HX,2024-05-11 18:05:00,2024-05-13 18:45:00
440,A,29261,A,A,A,RETURNED,A,A,2024-05-13,20:15,SYD,2024-05-10,12:10,A,A,5849948,Silver,A,A,A,A,DJ65YC,2024-05-10 12:10:00,2024-05-13 20:15:00
441,A,30288,A,A,A,RETURNED,A,A,2024-05-14,07:55,SYD,2024-05-10,09:15,A,A,5848119,Ecotronic Grey,A,A,A,A,EZP21N,2024-05-10 09:15:00,2024-05-14 07:55:00
442,A,24149,A,A,A,RETURNED,A,A,2024-05-14,08:00,SYD,2024-05-11,12:55,A,A,5848196,Mercurial Grey,A,A,A,A,S538CVE,2024-05-11 12:55:00,2024-05-14 08:00:00
443,A,27727,A,A,A,RETURNED,A,A,2024-05-14,08:35,SYD,2024-04-14,10:55,A,A,5848171,White,A,A,A,A,DH64QN,2024-04-14 10:55:00,2024-05-14 08:35:00
444,A,28345,A,A,A,RETURNED,A,A,2024-05-14,08:40,SYD,2024-05-10,11:00,A,A,5848174,Midnight Blue,A,A,A,A,S647CUO,2024-05-10 11:00:00,2024-05-14 08:40:00
449,A,30199,A,A,A,RETURNED,A,A,2024-05-14,11:30,SYD,2024-05-13,10:50,A,A,5848188,Blue,A,A,A,A,S376CSN,2024-05-13 10:50:00,2024-05-14 11:30:00
450,A,29356,A,A,A,RETURNED,A,A,2024-05-14,11:30,SYD,2024-05-11,10:35,A,A,5848181,Astro Black,A,A,A,A,EZP24J,2024-05-11 10:35:00,2024-05-14 11:30:00
451,A,30121,A,A,A,RETURNED,A,A,2024-05-14,11:35,SYD,2024-05-11,09:30,A,A,5849939,Silver,A,A,A,A,S159CSN,2024-05-11 09:30:00,2024-05-14 11:35:00
452,A,30347,A,A,A,RETURNED,A,A,2024-05-14,11:35,SYD,2024-05-13,10:00,A,A,5849975,Shimmering Silver,A,A,A,A,FBF07S,2024-05-13 10:00:00,2024-05-14 11:35:00
453,A,27462,A,A,A,RETURNED,A,A,2024-05-14,11:55,SYD,2024-05-08,12:15,A,A,5848117,Intense Blue,A,A,A,A,EZP21P,2024-05-08 12:15:00,2024-05-14 11:55:00
454,A,29965,A,A,A,RETURNED,A,A,2024-05-14,12:20,SYD,2024-05-11,12:50,A,A,5848113,Blue,A,A,A,A,S160CRO,2024-05-11 12:50:00,2024-05-14 12:20:00
455,A,30573,A,A,A,RETURNED,A,A,2024-05-14,12:50,SYD,2024-05-13,11:40,A,A,5849989,Mercurial Grey,A,A,A,A,S657CVF,2024-05-13 11:40:00,2024-05-14 12:50:00
456,A,30606,A,A,A,RETURNED,A,A,2024-05-14,13:05,SYD,2024-05-13,08:40,A,A,5848114,Space Black,A,A,A,A,S665CVF,2024-05-13 08:40:00,2024-05-14 13:05:00
457,A,24544,A,A,A,RETURNED,A,A,2024-05-14,13:10,SYD,2024-05-10,18:00,A,A,5848167,Grey,A,A,A,A,EYX33D,2024-05-10 18:00:00,2024-05-14 13:10:00
458,A,30122,A,A,A,RETURNED,A,A,2024-05-14,14:05,SYD,2024-05-12,09:20,A,A,5849946,SILVER,A,A,A,A,S343CSY,2024-05-12 09:20:00,2024-05-14 14:05:00
459,A,30665,A,A,A,RETURNED,A,A,2024-05-14,14:35,SYD,2024-05-11,15:10,A,A,5849991,White,A,A,A,A,DH46QN,2024-05-11 15:10:00,2024-05-14 14:35:00
460,A,30569,A,A,A,RETURNED,A,A,2024-05-14,15:55,SYD,2024-05-13,10:50,A,A,5848099,Signal Red,A,A,A,A,EZP21S,2024-05-13 10:50:00,2024-05-14 15:55:00
461,A,27469,A,A,A,RETURNED,A,A,2024-05-14,16:20,SYD,2024-05-05,08:20,A,A,5849930,White,A,A,A,A,FEQ30Q,2024-05-05 08:20:00,2024-05-14 16:20:00
462,A,28047,A,A,A,RETURNED,A,A,2024-05-14,16:50,SYD,2024-05-12,20:05,A,A,5849976,White,A,A,A,A,S073CNZ,2024-05-12 20:05:00,2024-05-14 16:50:00
463,A,30950,A,A,A,RETURNED,A,A,2024-05-14,17:00,SYD,2024-05-14,08:55,A,A,232207813220,DOVE WHITE,A,A,A,A,DK77HX,2024-05-14 08:55:00,2024-05-14 17:00:00
464,A,30204,A,A,A,RETURNED,A,A,2024-05-14,17:10,SYD,2024-05-14,09:15,A,A,5848131,Saturn Silver,A,A,A,A,S653CVF,2024-05-14 09:15:00,2024-05-14 17:10:00
465,A,17968,A,A,A,RETURNED,A,A,2024-05-14,17:20,SYD,2024-05-07,12:25,A,A,5849922,White,A,A,A,A,S227CNE,2024-05-07 12:25:00,2024-05-14 17:20:00
466,A,30908,A,A,A,RETURNED,A,A,2024-05-14,17:30,SYD,2024-05-13,17:35,A,A,232207919720,DOVE WHITE,A,A,A,A,DK87HX,2024-05-13 17:35:00,2024-05-14 17:30:00
467,A,30487,A,A,A,RETURNED,A,A,2024-05-14,17:40,SYD,2024-05-14,08:35,A,A,5849943,White,A,A,A,A,FEQ30P,2024-05-14 08:35:00,2024-05-14 17:40:00
468,A,27051,A,A,A,RETURNED,A,A,2024-05-14,17:40,SYD,2024-05-09,08:35,A,A,5849997,Sterling Silver,A,A,A,A,S002CVX,2024-05-09 08:35:00,2024-05-14 17:40:00
469,A,30783,A,A,A,RETURNED,A,A,2024-05-14,17:40,SYD,2024-05-14,10:25,A,A,232207919324,DOVE WHITE,A,A,A,A,DK90HX,2024-05-14 10:25:00,2024-05-14 17:40:00
470,A,26837,A,A,A,RETURNED,A,A,2024-05-14,17:45,SYD,2024-05-13,10:05,A,A,5848100,Grey,A,A,A,A,EZE21P,2024-05-13 10:05:00,2024-05-14 17:45:00
471,A,30587,A,A,A,RETURNED,A,A,2024-05-14,18:15,SYD,2024-05-13,08:40,A,A,5848130,Titanium,A,A,A,A,S838CVV,2024-05-13 08:40:00,2024-05-14 18:15:00
472,A,23936,A,A,A,RETURNED,A,A,2024-05-14,18:20,SYD,2024-05-12,19:10,A,A,5848191,SILVER,A,A,A,A,DI89BL,2024-05-12 19:10:00,2024-05-14 18:20:00
473,A,30692,A,A,A,RETURNED,A,A,2024-05-14,19:30,SYD,2024-05-12,10:10,A,A,232207811521,SILVER,A,A,A,A,S658CZY,2024-05-12 10:10:00,2024-05-14 19:30:00
474,A,26841,A,A,A,RETURNED,A,A,2024-05-14,20:05,SYD,2024-05-09,13:00,A,A,5848175,Mercurial Grey,A,A,A,A,S658CVF,2024-05-09 13:00:00,2024-05-14 20:05:00
475,A,30717,A,A,A,RETURNED,A,A,2024-05-14,20:25,SYD,2024-05-13,09:35,A,A,5848159,Grey,A,A,A,A,EYX33E,2024-05-13 09:35:00,2024-05-14 20:25:00
476,A,22032,A,A,A,RETURNED,A,A,2024-05-15,06:55,SYD,2024-04-16,09:25,A,A,5848104,RED,A,A,A,A,DF31JW,2024-04-16 09:25:00,2024-05-15 06:55:00
477,A,30913,A,A,A,RETURNED,A,A,2024-05-15,07:00,SYD,2024-05-13,16:35,A,A,5848135,Silver,A,A,A,A,EZE21Q,2024-05-13 16:35:00,2024-05-15 07:00:00
478,A,25922,A,A,A,RETURNED,A,A,2024-05-15,07:05,SYD,2024-05-12,18:40,A,A,5849942,TITANIUM GREY,A,A,A,A,DH65QN,2024-05-12 18:40:00,2024-05-15 07:05:00
479,A,24835,A,A,A,RETURNED,A,A,2024-05-15,07:10,SYD,2024-05-09,10:30,A,A,5848157,WHITE,A,A,A,A,EXD11K,2024-05-09 10:30:00,2024-05-15 07:10:00
480,A,30572,A,A,A,RETURNED,A,A,2024-05-15,08:20,SYD,2024-05-14,07:55,A,A,5849969,Aurora Black,A,A,A,A,DE60CY,2024-05-14 07:55:00,2024-05-15 08:20:00
481,A,31020,A,A,A,RETURNED,A,A,2024-05-15,09:05,SYD,2024-05-14,13:40,A,A,5848101,Grey,A,A,A,A,EWF23W,2024-05-14 13:40:00,2024-05-15 09:05:00
482,A,30877,A,A,A,RETURNED,A,A,2024-05-15,09:05,SYD,2024-05-14,15:25,A,A,232207914226,DOVE WHITE,A,A,A,A,DK81HX,2024-05-14 15:25:00,2024-05-15 09:05:00
483,A,30085,A,A,A,RETURNED,A,A,2024-05-15,09:05,SYD,2024-05-13,13:00,A,A,5849961,Titanium,A,A,A,A,DH47QN,2024-05-13 13:00:00,2024-05-15 09:05:00
484,A,30501,A,A,A,RETURNED,A,A,2024-05-15,10:20,SYD,2024-05-14,08:35,A,A,5848103,White Diamond,A,A,A,A,S003CVX,2024-05-14 08:35:00,2024-05-15 10:20:00
485,A,29476,A,A,A,RETURNED,A,A,2024-05-15,10:40,SYD,2024-05-14,16:35,A,A,5848112,Sterling Silver,A,A,A,A,DH49QN,2024-05-14 16:35:00,2024-05-15 10:40:00
486,A,30952,A,A,A,RETURNED,A,A,2024-05-15,10:40,SYD,2024-05-14,10:15,A,A,5848110,White,A,A,A,A,EQV42X,2024-05-14 10:15:00,2024-05-15 10:40:00
487,A,30346,A,A,A,RETURNED,A,A,2024-05-15,10:40,SYD,2024-05-12,10:10,A,A,5848164,Grey,A,A,A,A,S526CTK,2024-05-12 10:10:00,2024-05-15 10:40:00
488,A,30500,A,A,A,RETURNED,A,A,2024-05-15,11:05,SYD,2024-05-13,11:05,A,A,5849935,Shimmering Silver,A,A,A,A,FBF07R,2024-05-13 11:05:00,2024-05-15 11:05:00
489,A,29355,A,A,A,RETURNED,A,A,2024-05-15,11:40,SYD,2024-05-10,12:30,A,A,5848108,CRYSTAL WHITE,A,A,A,A,EZE18Q,2024-05-10 12:30:00,2024-05-15 11:40:00
490,A,30808,A,A,A,RETURNED,A,A,2024-05-15,12:20,SYD,2024-05-13,14:30,A,A,5849958,SILVER,A,A,A,A,EZP24G,2024-05-13 14:30:00,2024-05-15 12:20:00
491,A,30411,A,A,A,RETURNED,A,A,2024-05-15,12:30,SYD,2024-05-13,10:55,A,A,5849965,WHITE,A,A,A,A,S159CTZ,2024-05-13 10:55:00,2024-05-15 12:30:00
492,A,29552,A,A,A,RETURNED,A,A,2024-05-15,12:35,SYD,2024-05-13,10:55,A,A,5849920,Space Black,A,A,A,A,S673CVF,2024-05-13 10:55:00,2024-05-15 12:35:00
493,A,30858,A,A,A,RETURNED,A,A,2024-05-15,13:00,SYD,2024-05-15,10:30,A,A,5849948,Silver,A,A,A,A,DJ65YC,2024-05-15 10:30:00,2024-05-15 13:00:00
494,A,28163,A,A,A,RETURNED,A,A,2024-05-15,13:25,SYD,2024-05-15,09:35,A,A,5848134,Clear White,A,A,A,A,EZP21R,2024-05-15 09:35:00,2024-05-15 13:25:00
495,A,30194,A,A,A,RETURNED,A,A,2024-05-15,14:25,SYD,2024-05-08,08:00,A,A,5848127,Dark Blue,A,A,A,A,DF21EW,2024-05-08 08:00:00,2024-05-15 14:25:00
496,A,30412,A,A,A,RETURNED,A,A,2024-05-15,15:40,SYD,2024-05-15,10:30,A,A,232207813220,DOVE WHITE,A,A,A,A,DK77HX,2024-05-15 10:30:00,2024-05-15 15:40:00
497,A,30163,A,A,A,RETURNED,A,A,2024-05-15,15:40,SYD,2024-05-14,14:30,A,A,5848129,WHITE,A,A,A,A,S676CTK,2024-05-14 14:30:00,2024-05-15 15:40:00
498,A,30607,A,A,A,RETURNED,A,A,2024-05-15,15:40,SYD,2024-05-13,10:50,A,A,5849972,WHITE,A,A,A,A,S975CTK,2024-05-13 10:50:00,2024-05-15 15:40:00
499,A,30658,A,A,A,RETURNED,A,A,2024-05-15,15:45,SYD,2024-05-11,19:00,A,A,5848155,Clear White,A,A,A,A,EZP21U,2024-05-11 19:00:00,2024-05-15 15:45:00
500,A,30575,A,A,A,RETURNED,A,A,2024-05-15,17:40,SYD,2024-05-15,08:00,A,A,5849933,Blue,A,A,A,A,DJ72YC,2024-05-15 08:00:00,2024-05-15 17:40:00
501,A,25641,A,A,A,RETURNED,A,A,2024-05-15,17:40,SYD,2024-05-12,10:25,A,A,5848148,GREY,A,A,A,A,S980CTK,2024-05-12 10:25:00,2024-05-15 17:40:00
502,A,30232,A,A,A,RETURNED,A,A,2024-05-15,17:40,SYD,2024-05-14,13:40,A,A,5849928,CleaR White,A,A,A,A,EZP24H,2024-05-14 13:40:00,2024-05-15 17:40:00
503,A,30289,A,A,A,RETURNED,A,A,2024-05-15,17:40,SYD,2024-05-14,09:40,A,A,5848140,Red,A,A,A,A,S948CNE,2024-05-14 09:40:00,2024-05-15 17:40:00
504,A,27139,A,A,A,RETURNED,A,A,2024-05-15,17:40,SYD,2024-05-14,09:00,A,A,5848146,Grey,A,A,A,A,S001CTM,2024-05-14 09:00:00,2024-05-15 17:40:00
505,A,31095,A,A,A,RETURNED,A,A,2024-05-15,17:45,SYD,2024-05-15,12:05,A,A,232207917427,PEBBLE BLACK,A,A,A,A,DK99HX,2024-05-15 12:05:00,2024-05-15 17:45:00
506,A,30809,A,A,A,RETURNED,A,A,2024-05-15,17:50,SYD,2024-05-13,19:20,A,A,5848149,Silver,A,A,A,A,S978CTK,2024-05-13 19:20:00,2024-05-15 17:50:00
