,#,Res.,Ref.,Update,Notes,Status,Dropoff,Day,Dropoff Date,Time,Pickup,Pickup Date,Time_c13,# Days,Category,Vehicle,Colour,Items,Insurance,Departure,Next Rental,RCM_Rego,Pickup Date Time,Dropoff Date Time
1151,A,31386,A,A,A,RETURNED,A,A,2024-05-31,13:35,SYD,2024-05-27,09:30,A,A,5849967,Blue,A,A,A,A,DJ73YC,2024-05-27 09:30:00,2024-05-31 13:35:00
1152,A,28805,A,A,A,RETURNED,A,A,2024-05-31,15:00,SYD,2024-05-16,09:50,A,A,5848179,WHITE,A,A,A,A,S828CTV,2024-05-16 09:50:00,2024-05-31 15:00:00
1153,A,31057,A,A,A,RETURNED,A,A,2024-05-31,15:05,SYD,2024-05-28,12:40,A,A,5849919,Red Diamond,A,A,A,A,DF08XF,2024-05-28 12:40:00,2024-05-31 15:05:00
1154,A,32547,A,A,A,RETURNED,A,A,2024-05-31,15:35,SYD,2024-05-31,08:05,A,A,5849947,Black,A,A,A,A,DJ68YC,2024-05-31 08:05:00,2024-05-31 15:35:00
1155,A,32396,A,A,A,RETURNED,A,A,2024-05-31,15:40,SYD,2024-05-27,16:05,A,A,232207915025,WHITE,A,A,A,A,S560CYB,2024-05-27 16:05:00,2024-05-31 15:40:00
1156,A,32198,A,A,A,RETURNED,A,A,2024-05-31,16:25,SYD,2024-05-30,12:15,A,A,232207918722,White,A,A,A,A,S633CZF,2024-05-30 12:15:00,2024-05-31 16:25:00
1157,A,32119,A,A,A,RETURNED,A,A,2024-05-31,16:25,SYD,2024-05-25,16:15,A,A,5848133,Clear White,A,A,A,A,EZC26B,2024-05-25 16:15:00,2024-05-31 16:25:00
1158,A,32434,A,A,A,RETURNED,A,A,2024-05-31,16:25,SYD,2024-05-29,10:25,A,A,5849936,Royal Yellow,A,A,A,A,DH72QP,2024-05-29 10:25:00,2024-05-31 16:25:00
1159,A,32945,A,A,A,RETURNED,A,A,2024-05-31,16:25,SYD,2024-05-31,09:05,A,A,5849970,Astro Grey,A,A,A,A,EZP24E,2024-05-31 09:05:00,2024-05-31 16:25:00
1160,A,31602,A,A,A,RETURNED,A,A,2024-05-31,16:25,SYD,2024-05-26,08:00,A,A,5849972,WHITE,A,A,A,A,S975CTK,2024-05-26 08:00:00,2024-05-31 16:25:00
1161,A,32351,A,A,A,RETURNED,A,A,2024-05-31,16:45,SYD,2024-05-31,09:45,A,A,5849932,Grey,A,A,A,A,ENZ50S,2024-05-31 09:45:00,2024-05-31 16:45:00
1162,A,32121,A,A,A,RETURNED,A,A,2024-05-31,19:00,SYD,2024-05-29,08:55,A,A,232207815225,DOVE WHITE,A,A,A,A,DK76HX,2024-05-29 08:55:00,2024-05-31 19:00:00
1163,A,32429,A,A,A,RETURNED,A,A,2024-05-31,19:00,SYD,2024-05-30,20:05,A,A,5848117,Intense Blue,A,A,A,A,EZP21P,2024-05-30 20:05:00,2024-05-31 19:00:00
1164,A,32197,A,A,A,RETURNED,A,A,2024-05-31,19:05,SYD,2024-05-30,12:30,A,A,5848135,Silver,A,A,A,A,EZE21Q,2024-05-30 12:30:00,2024-05-31 19:05:00
1165,A,31087,A,A,A,RETURNED,A,A,2024-05-31,19:30,SYD,2024-05-28,09:30,A,A,5849969,Aurora Black,A,A,A,A,DE60CY,2024-05-28 09:30:00,2024-05-31 19:30:00
1166,A,32521,A,A,A,RETURNED,A,A,2024-05-31,19:40,SYD,2024-05-31,09:40,A,A,5848131,Saturn Silver,A,A,A,A,S653CVF,2024-05-31 09:40:00,2024-05-31 19:40:00
1167,A,32310,A,A,A,RETURNED,A,A,2024-05-31,19:45,SYD,2024-05-29,08:15,A,A,5848146,Grey,A,A,A,A,S001CTM,2024-05-29 08:15:00,2024-05-31 19:45:00
1168,A,31304,A,A,A,RETURNED,A,A,2024-05-31,19:45,SYD,2024-05-28,20:10,A,A,232207916528,DOVE WHITE,A,A,A,A,DK84HX,2024-05-28 20:10:00,2024-05-31 19:45:00
1169,A,29818,A,A,A,RETURNED,A,A,2024-05-31,20:00,SYD,2024-05-28,12:15,A,A,5848171,White,A,A,A,A,DH64QN,2024-05-28 12:15:00,2024-05-31 20:00:00
1170,A,31897,A,A,A,RETURNED,A,A,2024-05-31,20:00,SYD,2024-05-28,07:00,A,A,232207812628,,A,A,A,A,S660CZJ,2024-05-28 07:00:00,2024-05-31 20:00:00
1171,A,32770,A,A,A,RETURNED,A,A,2024-05-31,20:00,SYD,2024-05-31,10:30,A,A,5848134,Clear White,A,A,A,A,EZP21R,2024-05-31 10:30:00,2024-05-31 20:00:00
1172,A,31872,A,A,A,RETURNED,A,A,2024-06-01,07:15,SYD,2024-05-28,11:50,A,A,5848161,,A,A,A,A,S437CRH,2024-05-28 11:50:00,2024-06-01 07:15:00
1173,A,32944,A,A,A,RETURNED,A,A,2024-06-01,08:15,SYD,2024-05-31,08:20,A,A,5849982,Phantom Black,A,A,A,A,FBF07Q,2024-05-31 08:20:00,2024-06-01 08:15:00
1174,A,32622,A,A,A,RETURNED,A,A,2024-06-01,09:00,SYD,2024-05-31,08:00,A,A,5849951,Jupiter Blue,A,A,A,A,S655CVF,2024-05-31 08:00:00,2024-06-01 09:00:00
1175,A,32621,A,A,A,RETURNED,A,A,2024-06-01,09:05,SYD,2024-05-29,16:20,A,A,5848197,Midnight Blue,A,A,A,A,S661CVF,2024-05-29 16:20:00,2024-06-01 09:05:00
1176,A,32063,A,A,A,RETURNED,A,A,2024-06-01,09:15,SYD,2024-05-29,11:00,A,A,5849955,Blue,A,A,A,A,DJ71YC,2024-05-29 11:00:00,2024-06-01 09:15:00
1177,A,32135,A,A,A,RETURNED,A,A,2024-06-01,09:15,SYD,2024-05-30,17:15,A,A,5848190,Clear White,A,A,A,A,FBU81K,2024-05-30 17:15:00,2024-06-01 09:15:00
1178,A,32272,A,A,A,RETURNED,A,A,2024-06-01,09:35,SYD,2024-05-27,12:05,A,A,5848155,Clear White,A,A,A,A,EZP21U,2024-05-27 12:05:00,2024-06-01 09:35:00
1179,A,29949,A,A,A,RETURNED,A,A,2024-06-01,09:50,SYD,2024-05-26,09:15,A,A,5848174,Midnight Blue,A,A,A,A,S647CUO,2024-05-26 09:15:00,2024-06-01 09:50:00
1180,A,32639,A,A,A,RETURNED,A,A,2024-06-01,10:10,SYD,2024-05-29,09:25,A,A,5849991,White,A,A,A,A,DH46QN,2024-05-29 09:25:00,2024-06-01 10:10:00
1181,A,31218,A,A,A,RETURNED,A,A,2024-06-01,10:30,SYD,2024-05-25,10:45,A,A,5848192,Saturn Silver,A,A,A,A,S540CVE,2024-05-25 10:45:00,2024-06-01 10:30:00
1182,A,31876,A,A,A,RETURNED,A,A,2024-06-01,11:15,SYD,2024-05-27,11:25,A,A,232207811620,DOVE WHITE,A,A,A,A,DK91HX,2024-05-27 11:25:00,2024-06-01 11:15:00
1183,A,29269,A,A,A,RETURNED,A,A,2024-06-01,12:45,SYD,2024-05-26,12:30,A,A,5849997,Sterling Silver,A,A,A,A,S002CVX,2024-05-26 12:30:00,2024-06-01 12:45:00
1184,A,28108,A,A,A,RETURNED,A,A,2024-06-01,12:45,SYD,2024-05-18,18:15,A,A,5848136,Yellow,A,A,A,A,S942CSX,2024-05-18 18:15:00,2024-06-01 12:45:00
1185,A,32208,A,A,A,RETURNED,A,A,2024-06-01,12:50,SYD,2024-05-26,19:10,A,A,5848124,Red Diamond,A,A,A,A,S837CVV,2024-05-26 19:10:00,2024-06-01 12:50:00
1186,A,32291,A,A,A,RETURNED,A,A,2024-06-01,13:15,SYD,2024-05-28,12:45,A,A,5849943,White,A,A,A,A,FEQ30P,2024-05-28 12:45:00,2024-06-01 13:15:00
1187,A,31885,A,A,A,RETURNED,A,A,2024-06-01,13:15,SYD,2024-05-30,11:05,A,A,5849945,Silver,A,A,A,A,DJ64YC,2024-05-30 11:05:00,2024-06-01 13:15:00
1188,A,30076,A,A,A,RETURNED,A,A,2024-06-01,13:15,SYD,2024-05-27,13:15,A,A,5848129,WHITE,A,A,A,A,S676CTK,2024-05-27 13:15:00,2024-06-01 13:15:00
1189,A,29803,A,A,A,RETURNED,A,A,2024-06-01,15:15,SYD,2024-05-27,09:50,A,A,5849989,Mercurial Grey,A,A,A,A,S657CVF,2024-05-27 09:50:00,2024-06-01 15:15:00
1190,A,31944,A,A,A,RETURNED,A,A,2024-06-01,15:15,SYD,2024-05-28,09:35,A,A,5849953,Silver,A,A,A,A,DJ66YC,2024-05-28 09:35:00,2024-06-01 15:15:00
1191,A,33025,A,A,A,RETURNED,A,A,2024-06-01,15:15,SYD,2024-05-31,14:45,A,A,232207910521,DOVE WHITE,A,A,A,A,DK89HX,2024-05-31 14:45:00,2024-06-01 15:15:00
1192,A,32658,A,A,A,RETURNED,A,A,2024-06-01,15:15,SYD,2024-05-28,18:00,A,A,5848170,SILVER,A,A,A,A,S304CTG,2024-05-28 18:00:00,2024-06-01 15:15:00
1193,A,30944,A,A,A,RETURNED,A,A,2024-06-01,15:30,SYD,2024-05-31,11:05,A,A,5849981,Misty Grey,A,A,A,A,DH67QP,2024-05-31 11:05:00,2024-06-01 15:30:00
1194,A,30733,A,A,A,RETURNED,A,A,2024-06-01,15:45,SYD,2024-05-29,17:30,A,A,5848163,Honey Bee,A,A,A,A,EZP01P,2024-05-29 17:30:00,2024-06-01 15:45:00
1195,A,31309,A,A,A,RETURNED,A,A,2024-06-01,16:00,SYD,2024-05-30,17:35,A,A,5849976,White,A,A,A,A,S073CNZ,2024-05-30 17:35:00,2024-06-01 16:00:00
1196,A,32075,A,A,A,RETURNED,A,A,2024-06-01,16:50,SYD,2024-06-01,10:00,A,A,5848134,Clear White,A,A,A,A,EZP21R,2024-06-01 10:00:00,2024-06-01 16:50:00
1197,A,29454,A,A,A,RETURNED,A,A,2024-06-01,17:15,SYD,2024-05-30,11:50,A,A,5848159,Grey,A,A,A,A,EYX33E,2024-05-30 11:50:00,2024-06-01 17:15:00
1198,A,29932,A,A,A,RETURNED,A,A,2024-06-01,18:10,SYD,2024-05-27,09:30,A,A,5848130,Titanium,A,A,A,A,S838CVV,2024-05-27 09:30:00,2024-06-01 18:10:00
1199,A,32292,A,A,A,RETURNED,A,A,2024-06-01,18:10,SYD,2024-05-31,09:15,A,A,5848119,Ecotronic Grey,A,A,A,A,EZP21N,2024-05-31 09:15:00,2024-06-01 18:10:00
1200,A,31604,A,A,A,RETURNED,A,A,2024-06-01,18:40,SYD,2024-05-31,10:15,A,A,5848188,Blue,A,A,A,A,S376CSN,2024-05-31 10:15:00,2024-06-01 18:40:00
1201,A,29561,A,A,A,RETURNED,A,A,2024-06-01,18:40,SYD,2024-05-31,09:10,A,A,5849985,Midnight Blue,A,A,A,A,S539CVE,2024-05-31 09:10:00,2024-06-01 18:40:00
1202,A,32681,A,A,A,RETURNED,A,A,2024-06-01,19:20,SYD,2024-06-01,08:30,A,A,232207815225,DOVE WHITE,A,A,A,A,DK76HX,2024-06-01 08:30:00,2024-06-01 19:20:00
1203,A,32125,A,A,A,RETURNED,A,A,2024-06-01,19:25,SYD,2024-05-31,12:05,A,A,5849960,Blue,A,A,A,A,S947CNE,2024-05-31 12:05:00,2024-06-01 19:25:00
1204,A,30734,A,A,A,RETURNED,A,A,2024-06-01,19:45,SYD,2024-05-30,13:20,A,A,232207916924,DOVE WHITE,A,A,A,A,DK86HX,2024-05-30 13:20:00,2024-06-01 19:45:00
1205,A,32371,A,A,A,RETURNED,A,A,2024-06-01,20:35,SYD,2024-06-01,08:00,A,A,5849970,Astro Grey,A,A,A,A,EZP24E,2024-06-01 08:00:00,2024-06-01 20:35:00
1206,A,33100,A,A,A,RETURNED,A,A,2024-06-02,07:00,SYD,2024-06-01,07:00,A,A,5848140,Red,A,A,A,A,S948CNE,2024-06-01 07:00:00,2024-06-02 07:00:00
1207,A,31538,A,A,A,RETURNED,A,A,2024-06-02,07:00,SYD,2024-05-31,09:10,A,A,5848137,Atlas White,A,A,A,A,EZP21K,2024-05-31 09:10:00,2024-06-02 07:00:00
1208,A,29574,A,A,A,RETURNED,A,A,2024-06-02,07:00,SYD,2024-05-26,08:35,A,A,5849941,Snow White Pearl,A,A,A,A,DE69CY,2024-05-26 08:35:00,2024-06-02 07:00:00
1209,A,32356,A,A,A,RETURNED,A,A,2024-06-02,07:20,SYD,2024-06-01,08:15,A,A,5848161,,A,A,A,A,S437CRH,2024-06-01 08:15:00,2024-06-02 07:20:00
1210,A,32290,A,A,A,RETURNED,A,A,2024-06-02,07:25,SYD,2024-05-27,08:20,A,A,5848158,WHITE,A,A,A,A,S160CTZ,2024-05-27 08:20:00,2024-06-02 07:25:00
1211,A,27442,A,A,A,RETURNED,A,A,2024-06-02,07:35,SYD,2024-05-26,08:30,A,A,232207913723,White,A,A,A,A,S850CVY,2024-05-26 08:30:00,2024-06-02 07:35:00
1212,A,25761,A,A,A,RETURNED,A,A,2024-06-02,08:00,SYD,2024-05-31,19:15,A,A,5849965,WHITE,A,A,A,A,S159CTZ,2024-05-31 19:15:00,2024-06-02 08:00:00
1213,A,29902,A,A,A,RETURNED,A,A,2024-06-02,08:40,SYD,2024-06-01,08:40,A,A,5848110,White,A,A,A,A,EQV42X,2024-06-01 08:40:00,2024-06-02 08:40:00
1214,A,31787,A,A,A,RETURNED,A,A,2024-06-02,08:45,SYD,2024-05-30,15:05,A,A,5848157,WHITE,A,A,A,A,EXD11K,2024-05-30 15:05:00,2024-06-02 08:45:00
1215,A,32623,A,A,A,RETURNED,A,A,2024-06-02,09:20,SYD,2024-05-31,17:15,A,A,5849983,Mercurial Grey,A,A,A,A,S674CVF,2024-05-31 17:15:00,2024-06-02 09:20:00
1216,A,32207,A,A,A,RETURNED,A,A,2024-06-02,09:45,SYD,2024-05-26,14:40,A,A,5848151,Black,A,A,A,A,DJ69YC,2024-05-26 14:40:00,2024-06-02 09:45:00
1217,A,16697,A,A,A,RETURNED,A,A,2024-06-02,10:10,SYD,2024-05-24,12:15,A,A,5848172,Saturn Silver,A,A,A,A,S659CVF,2024-05-24 12:15:00,2024-06-02 10:10:00
1218,A,30902,A,A,A,RETURNED,A,A,2024-06-02,10:15,SYD,2024-05-29,15:30,A,A,5848181,Astro Black,A,A,A,A,EZP24J,2024-05-29 15:30:00,2024-06-02 10:15:00
1219,A,31591,A,A,A,RETURNED,A,A,2024-06-02,10:35,SYD,2024-06-01,12:45,A,A,232207916528,DOVE WHITE,A,A,A,A,DK84HX,2024-06-01 12:45:00,2024-06-02 10:35:00
1220,A,33017,A,A,A,RETURNED,A,A,2024-06-02,10:35,SYD,2024-05-31,12:00,A,A,232207919720,DOVE WHITE,A,A,A,A,DK87HX,2024-05-31 12:00:00,2024-06-02 10:35:00
1221,A,31557,A,A,A,RETURNED,A,A,2024-06-02,11:50,SYD,2024-05-30,10:25,A,A,5848184,Lunar White,A,A,A,A,S662CVF,2024-05-30 10:25:00,2024-06-02 11:50:00
1222,A,32256,A,A,A,RETURNED,A,A,2024-06-02,11:50,SYD,2024-05-26,17:55,A,A,232207819425,,A,A,A,A,S654CZY,2024-05-26 17:55:00,2024-06-02 11:50:00
1223,A,31927,A,A,A,RETURNED,A,A,2024-06-02,11:50,SYD,2024-05-31,18:40,A,A,232207911420,Silver,A,A,A,A,S650CZY,2024-05-31 18:40:00,2024-06-02 11:50:00
1224,A,32426,A,A,A,RETURNED,A,A,2024-06-02,12:00,SYD,2024-05-30,14:10,A,A,232207813626,WHITE,A,A,A,A,S637CZF,2024-05-30 14:10:00,2024-06-02 12:00:00
1225,A,32066,A,A,A,RETURNED,A,A,2024-06-02,12:45,SYD,2024-05-31,10:45,A,A,232207813220,DOVE WHITE,A,A,A,A,DK77HX,2024-05-31 10:45:00,2024-06-02 12:45:00
1226,A,31358,A,A,A,RETURNED,A,A,2024-06-02,12:50,SYD,2024-05-31,17:15,A,A,5849926,Atlas White,A,A,A,A,EZP21Q,2024-05-31 17:15:00,2024-06-02 12:50:00
1227,A,32254,A,A,A,RETURNED,A,A,2024-06-02,12:50,SYD,2024-05-28,11:15,A,A,5849987,Snow White Peak,A,A,A,A,DE71CY,2024-05-28 11:15:00,2024-06-02 12:50:00
1228,A,27081,A,A,A,RETURNED,A,A,2024-06-02,12:55,SYD,2024-05-25,08:00,A,A,5848112,Sterling Silver,A,A,A,A,DH49QN,2024-05-25 08:00:00,2024-06-02 12:55:00
1229,A,30673,A,A,A,RETURNED,A,A,2024-06-02,13:00,SYD,2024-05-30,19:05,A,A,232207918524,White,A,A,A,A,S541CZF,2024-05-30 19:05:00,2024-06-02 13:00:00
1230,A,31186,A,A,A,RETURNED,A,A,2024-06-02,13:05,SYD,2024-05-28,08:00,A,A,5848193,Saturn Silver,A,A,A,A,S656CVF,2024-05-28 08:00:00,2024-06-02 13:05:00
1231,A,28674,A,A,A,RETURNED,A,A,2024-06-02,13:15,SYD,2024-05-30,10:00,A,A,5848196,Mercurial Grey,A,A,A,A,S538CVE,2024-05-30 10:00:00,2024-06-02 13:15:00
1232,A,26941,A,A,A,RETURNED,A,A,2024-06-02,13:20,SYD,2024-05-31,12:40,A,A,232207910927,Silver,A,A,A,A,S651CZY,2024-05-31 12:40:00,2024-06-02 13:20:00
1233,A,31754,A,A,A,RETURNED,A,A,2024-06-02,13:25,SYD,2024-06-01,07:35,A,A,5849969,Aurora Black,A,A,A,A,DE60CY,2024-06-01 07:35:00,2024-06-02 13:25:00
1234,A,29613,A,A,A,RETURNED,A,A,2024-06-02,13:25,SYD,2024-05-29,14:00,A,A,5848198,WHITE,A,A,A,A,S490CXF,2024-05-29 14:00:00,2024-06-02 13:25:00
1235,A,25557,A,A,A,RETURNED,A,A,2024-06-02,13:50,SYD,2024-06-01,08:05,A,A,5848135,Silver,A,A,A,A,EZE21Q,2024-06-01 08:05:00,2024-06-02 13:50:00
1236,A,32013,A,A,A,RETURNED,A,A,2024-06-02,13:50,SYD,2024-05-29,15:40,A,A,232207816827,PEBBLE BLACK,A,A,A,A,DK98HX,2024-05-29 15:40:00,2024-06-02 13:50:00
1237,A,31025,A,A,A,RETURNED,A,A,2024-06-02,14:25,SYD,2024-05-31,14:35,A,A,232207917724,,A,A,A,A,S659CZY,2024-05-31 14:35:00,2024-06-02 14:25:00
1238,A,32108,A,A,A,RETURNED,A,A,2024-06-02,14:25,SYD,2024-05-30,14:15,A,A,5849933,Blue,A,A,A,A,DJ72YC,2024-05-30 14:15:00,2024-06-02 14:25:00
1239,A,30051,A,A,A,RETURNED,A,A,2024-06-02,14:30,SYD,2024-05-31,14:40,A,A,5849973,White Cream,A,A,A,A,FBF07T,2024-05-31 14:40:00,2024-06-02 14:30:00
1240,A,32411,A,A,A,RETURNED,A,A,2024-06-02,14:35,SYD,2024-06-01,12:00,A,A,232207918722,White,A,A,A,A,S633CZF,2024-06-01 12:00:00,2024-06-02 14:35:00
1241,A,32101,A,A,A,RETURNED,A,A,2024-06-02,14:40,SYD,2024-05-30,10:35,A,A,5849928,CleaR White,A,A,A,A,EZP24H,2024-05-30 10:35:00,2024-06-02 14:40:00
1242,A,31370,A,A,A,RETURNED,A,A,2024-06-02,15:25,SYD,2024-05-20,16:25,A,A,5849986,Midnight Blue,A,A,A,A,S654CVF,2024-05-20 16:25:00,2024-06-02 15:25:00
1243,A,32014,A,A,A,RETURNED,A,A,2024-06-02,15:30,SYD,2024-05-30,13:45,A,A,5849949,Brixton Blue,A,A,A,A,DH64QP,2024-05-30 13:45:00,2024-06-02 15:30:00
1244,A,31402,A,A,A,RETURNED,A,A,2024-06-02,15:40,SYD,2024-05-30,11:50,A,A,5849952,Black,A,A,A,A,DJ70YC,2024-05-30 11:50:00,2024-06-02 15:40:00
1245,A,32823,A,A,A,RETURNED,A,A,2024-06-02,16:30,SYD,2024-05-31,11:20,A,A,5848167,Grey,A,A,A,A,EYX33D,2024-05-31 11:20:00,2024-06-02 16:30:00
1246,A,29482,A,A,A,RETURNED,A,A,2024-06-02,16:30,SYD,2024-06-01,10:05,A,A,5848117,Intense Blue,A,A,A,A,EZP21P,2024-06-01 10:05:00,2024-06-02 16:30:00
1247,A,31581,A,A,A,RETURNED,A,A,2024-06-02,16:35,SYD,2024-05-30,18:00,A,A,5848114,Space Black,A,A,A,A,S665CVF,2024-05-30 18:00:00,2024-06-02 16:35:00
1248,A,30164,A,A,A,RETURNED,A,A,2024-06-02,16:35,SYD,2024-06-01,08:50,A,A,232207820027,SILVER,A,A,A,A,S635CZF,2024-06-01 08:50:00,2024-06-02 16:35:00
1249,A,30785,A,A,A,RETURNED,A,A,2024-06-02,16:35,SYD,2024-05-31,17:40,A,A,5848164,Grey,A,A,A,A,S526CTK,2024-05-31 17:40:00,2024-06-02 16:35:00
1250,A,32657,A,A,A,RETURNED,A,A,2024-06-02,16:35,SYD,2024-05-30,19:40,A,A,232207919324,DOVE WHITE,A,A,A,A,DK90HX,2024-05-30 19:40:00,2024-06-02 16:35:00
1251,A,29966,A,A,A,RETURNED,A,A,2024-06-02,16:55,SYD,2024-06-01,09:00,A,A,5848123,Silver,A,A,A,A,EZE21X,2024-06-01 09:00:00,2024-06-02 16:55:00
1252,A,29230,A,A,A,RETURNED,A,A,2024-06-02,16:55,SYD,2024-05-29,18:30,A,A,5849934,Astro Grey,A,A,A,A,DE61CY,2024-05-29 18:30:00,2024-06-02 16:55:00
1253,A,31109,A,A,A,RETURNED,A,A,2024-06-02,17:00,SYD,2024-05-30,12:30,A,A,5848113,Blue,A,A,A,A,S160CRO,2024-05-30 12:30:00,2024-06-02 17:00:00
1254,A,32824,A,A,A,RETURNED,A,A,2024-06-02,17:00,SYD,2024-05-31,19:00,A,A,5848189,Lunar White,A,A,A,A,S663CVF,2024-05-31 19:00:00,2024-06-02 17:00:00
1255,A,32721,A,A,A,RETURNED,A,A,2024-06-02,17:20,SYD,2024-05-31,17:30,A,A,5848104,RED,A,A,A,A,DF31JW,2024-05-31 17:30:00,2024-06-02 17:20:00
1256,A,32199,A,A,A,RETURNED,A,A,2024-06-02,17:25,SYD,2024-05-31,08:15,A,A,5848169,Brown/Black,A,A,A,A,S880CUE,2024-05-31 08:15:00,2024-06-02 17:25:00
1257,A,32698,A,A,A,RETURNED,A,A,2024-06-02,17:30,SYD,2024-05-31,18:45,A,A,232207914226,DOVE WHITE,A,A,A,A,DK81HX,2024-05-31 18:45:00,2024-06-02 17:30:00
1258,A,32354,A,A,A,RETURNED,A,A,2024-06-02,17:30,SYD,2024-06-01,09:45,A,A,232207911727,DOVE WHITE,A,A,A,A,DI99DT,2024-06-01 09:45:00,2024-06-02 17:30:00
1261,A,33172,A,A,A,RETURNED,A,A,2024-06-02,18:25,SYD,2024-06-01,18:15,A,A,5848163,Honey Bee,A,A,A,A,EZP01P,2024-06-01 18:15:00,2024-06-02 18:25:00
1262,A,32215,A,A,A,RETURNED,A,A,2024-06-02,18:25,SYD,2024-05-31,12:15,A,A,5848106,Grey,A,A,A,A,EZE21N,2024-05-31 12:15:00,2024-06-02 18:25:00
1263,A,30586,A,A,A,RETURNED,A,A,2024-06-02,18:25,SYD,2024-06-01,09:40,A,A,5849951,Jupiter Blue,A,A,A,A,S655CVF,2024-06-01 09:40:00,2024-06-02 18:25:00
1264,A,31915,A,A,A,RETURNED,A,A,2024-06-02,18:25,SYD,2024-05-27,16:50,A,A,5849950,White,A,A,A,A,ERA30D,2024-05-27 16:50:00,2024-06-02 18:25:00
1265,A,29483,A,A,A,RETURNED,A,A,2024-06-02,18:30,SYD,2024-06-01,19:05,A,A,5849991,White,A,A,A,A,DH46QN,2024-06-01 19:05:00,2024-06-02 18:30:00
1266,A,32352,A,A,A,RETURNED,A,A,2024-06-02,18:40,SYD,2024-06-01,10:45,A,A,5848162,WHITE,A,A,A,A,S424CSU,2024-06-01 10:45:00,2024-06-02 18:40:00
1267,A,32822,A,A,A,RETURNED,A,A,2024-06-02,18:55,SYD,2024-05-31,18:10,A,A,5848143,Blue,A,A,A,A,S527CTK,2024-05-31 18:10:00,2024-06-02 18:55:00
1268,A,32437,A,A,A,RETURNED,A,A,2024-06-02,19:20,SYD,2024-06-01,17:40,A,A,232207812628,,A,A,A,A,S660CZJ,2024-06-01 17:40:00,2024-06-02 19:20:00
1269,A,31871,A,A,A,RETURNED,A,A,2024-06-02,19:20,SYD,2024-05-26,12:35,A,A,5849984,White,A,A,A,A,S851CVY,2024-05-26 12:35:00,2024-06-02 19:20:00
1270,A,31485,A,A,A,RETURNED,A,A,2024-06-02,19:20,SYD,2024-05-30,11:15,A,A,5848195,Grey,A,A,A,A,S161CRO,2024-05-30 11:15:00,2024-06-02 19:20:00
1271,A,32435,A,A,A,RETURNED,A,A,2024-06-02,20:00,SYD,2024-06-01,13:10,A,A,232207915025,WHITE,A,A,A,A,S560CYB,2024-06-01 13:10:00,2024-06-02 20:00:00
1272,A,28822,A,A,A,RETURNED,A,A,2024-06-02,20:25,SYD,2024-05-30,09:30,A,A,5849948,Silver,A,A,A,A,DJ65YC,2024-05-30 09:30:00,2024-06-02 20:25:00
1273,A,30124,A,A,A,RETURNED,A,A,2024-06-02,20:25,SYD,2024-06-01,20:25,A,A,5849960,Blue,A,A,A,A,S947CNE,2024-06-01 20:25:00,2024-06-02 20:25:00
1274,A,29659,A,A,A,RETURNED,A,A,2024-06-03,08:00,SYD,2024-05-30,10:05,A,A,5848173,WHITE,A,A,A,A,S492CXF,2024-05-30 10:05:00,2024-06-03 08:00:00
1275,A,31446,A,A,A,RETURNED,A,A,2024-06-03,08:20,SYD,2024-06-01,18:00,A,A,5848131,Saturn Silver,A,A,A,A,S653CVF,2024-06-01 18:00:00,2024-06-03 08:20:00
1276,A,31187,A,A,A,RETURNED,A,A,2024-06-03,08:35,SYD,2024-05-31,13:10,A,A,232207819920,White,A,A,A,A,S630CZF,2024-05-31 13:10:00,2024-06-03 08:35:00
1277,A,30767,A,A,A,RETURNED,A,A,2024-06-03,08:35,SYD,2024-05-31,13:05,A,A,5849942,TITANIUM GREY,A,A,A,A,DH65QN,2024-05-31 13:05:00,2024-06-03 08:35:00
1278,A,25620,A,A,A,RETURNED,A,A,2024-06-03,08:35,SYD,2024-03-25,09:30,A,A,5848187,Space Black,A,A,A,A,S660CVF,2024-03-25 09:30:00,2024-06-03 08:35:00
1279,A,19142,A,A,A,RETURNED,A,A,2024-06-03,08:35,SYD,2024-06-01,15:30,A,A,5848179,WHITE,A,A,A,A,S828CTV,2024-06-01 15:30:00,2024-06-03 08:35:00
1280,A,31466,A,A,A,RETURNED,A,A,2024-06-03,08:35,SYD,2024-06-01,10:40,A,A,5849932,Grey,A,A,A,A,ENZ50S,2024-06-01 10:40:00,2024-06-03 08:35:00
1281,A,32751,A,A,A,RETURNED,A,A,2024-06-03,08:35,SYD,2024-05-30,19:05,A,A,232207811125,White,A,A,A,A,S568CYB,2024-05-30 19:05:00,2024-06-03 08:35:00
1282,A,30768,A,A,A,RETURNED,A,A,2024-06-03,08:40,SYD,2024-05-31,13:00,A,A,5849961,Titanium,A,A,A,A,DH47QN,2024-05-31 13:00:00,2024-06-03 08:40:00
1283,A,31884,A,A,A,RETURNED,A,A,2024-06-03,08:40,SYD,2024-05-30,13:20,A,A,5848150,WHITE,A,A,A,A,S302CTG,2024-05-30 13:20:00,2024-06-03 08:40:00
1284,A,29997,A,A,A,RETURNED,A,A,2024-06-03,08:45,SYD,2024-05-30,09:35,A,A,5848191,SILVER,A,A,A,A,DI89BL,2024-05-30 09:35:00,2024-06-03 08:45:00
1285,A,29226,A,A,A,RETURNED,A,A,2024-06-03,08:45,SYD,2024-05-30,10:00,A,A,5849957,Red Diamond,A,A,A,A,DH48QN,2024-05-30 10:00:00,2024-06-03 08:45:00
